,bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
120,71372,30,AB2541,4,Passed,20100929,Reporting of certain communicable diseases.,"An act to amend Sections 120130, 121022, and 121025 of the Health and Safety Code, relating to public health.",0,,20100929,"Chaptered by Secretary of State - Chapter 470, Statutes of 2010.",https://legiscan.com/CA/bill/AB2541/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_2541&sess=0910&house=A
121,71496,30,AB2665,1,Introduced,20100219,Income tax credits: emergency standby generators.,"An act to add and repeal Sections 17053.88 and 23688 of the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy.",0,,20100528,"In committee: Set, second hearing. Held under submission.",https://legiscan.com/CA/bill/AB2665/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_2665&sess=0910&house=A
122,71529,30,AB2698,5,Vetoed,20100930,Foster youth: identity theft.,"An act to amend Section 10618.6 of the Welfare and Institutions Code, relating to public social services.",0,,20100930,Vetoed by Governor.,https://legiscan.com/CA/bill/AB2698/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_2698&sess=0910&house=A
123,71560,30,AB2729,5,Vetoed,20100929,Vehicles: automated traffic enforcement system: City and,"An act to add and repeal Section 21455.8 of the Vehicle Code, relating to vehicles.",0,,20100929,Vetoed by Governor.,https://legiscan.com/CA/bill/AB2729/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_2729&sess=0910&house=A
124,71577,30,AB2746,4,Passed,20100930,California Earthquake Authority: mitigation officer.,"An act to amend Section 10089.7 of the Insurance Code, relating to insurance.",0,,20100930,"Chaptered by Secretary of State - Chapter 609, Statutes of 2010.",https://legiscan.com/CA/bill/AB2746/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_2746&sess=0910&house=A
125,71590,30,AB2759,1,Introduced,20100219,Redevelopment: pooled housing funds: emergency shelters,"An act to amend Sections 33021, 33334.3, and 33413 of, and to add Section 33334.35 to, the Health and Safety Code, relating to redevelopment.",0,,20100413,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB2759/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_2759&sess=0910&house=A
126,75122,30,AB2779,2,Engrossed,20100429,Workers' compensation: compounded drugs.,"An act to add Section 5307.13 to the Labor Code, relating to workers' compensation, and declaring the urgency thereof, to take effect immediately.",0,,20100824,To inactive file on motion of Senator DeSaulnier.,https://legiscan.com/CA/bill/AB2779/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_2779&sess=0910&house=A
127,77268,30,AB2791,4,Passed,20100930,California Emergency Management Agency.,"An act to amend Sections 10147 and 10149 of the Business and Professions Code, to amend Section 1218 of the Code of Civil Procedure, to amend Sections 32282, 32282.5, 35296, 51264, 51266, 51266.5, 51269, 66210, 71095, and 94600 of the Education Code, to amend Section 298 of the Family Code, to amend Sections 3862 and 3863 of the Fish and Game Code, to amend Sections 179.7, 955.1, 3102, 6254.23, 8574.20, 8574.21, 8576, 8579, 8585, 8585.1, 8585.2, 8585.5, 8585.7, 8588, 8588.1, 8588.2, 8588.3, 8588.5, 8588.11, 8588.15, 8589.10, 8589.11, 8589.12, 8589.13, 8589.14, 8589.15, 8589.16, 8589.17, 8589.18, 8589.19, 8589.20, 8589.21, 8590.1, 8590.2, 8590.3, 8590.4, 8591, 8592.1, 8593.6, 8596, 8607, 8607.2, 8608, 8610, 8610.3, 8612, 8613, 8614, 8639, 8651, 8657, 8657.5, 8670.20, 8670.25.5, 8670.26, 8670.64, 8680.7, 8685, 8685.2, 8685.4, 8685.6, 8685.8, 8686.2, 8686.3, 8686.4, 8686.8, 8687, 8687.2, 8687.4, 8687.7, 8692, 8696.5, 8697, 8697.5, 8840, 8841, 8844, 8870.2, 8870.4, 8870.7, 8870.71, 8871.3, 8871.4, 8876.7, 8878.52, 8878.90, 8878.100, 8878.125, 8879.23, 8879.50, 8879.53, 8879.57, 8879.58, 8879.60, 8879.61, 11126, 11549.4, 12800, 14669.21, 19844.5, 26614, 51018, 65302, 65302.6, 66540.5, and 66540.32 of, to amend the heading of Article 5 (commencing with Section 8550) of Chapter 7 of Division 1 of Title 2 of, to add Sections 8585.05 and 8588.12 to, to repeal Sections 8581.5, 8588.4, 8589.22, 8592.6, 8593.4, 8601, and 9147.5 of, and to repeal and add Section 8588.10 of, the Government Code, to amend Sections 1596.867, 1797.132, 1797.150, 1797.151, 1797.152, 1797.153, 11998.1, 13071, 13073, 13140.5, 13143.9, 18603, 25169.7, 25197.2, 25210.6, 25270.8, 25299.1, 25359.4, 25404.3, 25501, 25502 , 25503, 25503.1, 25503.3, 25503.4, 25503.5, 25503.9, 25505.2, 25507, 25507.1, 25509, 25517.5, 25520, 25531.2, 25545, 50661.5, 51614, 101080.2, 105215, 114650, 114655, 114660, 114790, 114820, 115280, 115295, 115340, 124174.2, and 130055 of, and to amend the heading of Article 2 (commencing with Section 114660) of Chapter 4 of Part 9 of Division 104 of, the Health and Safety Code, to amend Sections 16020 and 16030 of the Insurance Code, to amend Sections 3211.91 and 4350 of the Labor Code, to amend Section 433.5 of the Military and Veterans Code, to amend Sections 273.82, 830.3, 999c, 999j, 999k, 999n, 999p, 999r, 999s, 999v, 999x, 999y, 1174.2, 1191.21, 6241, 11160, 11160.1, 11161.2, 11171, 11174.34, 11501, 11502, 11504, 13100.1, 13800, 13820, 13823, 13823.2, 13823.3, 13823.4, 13823.5, 13823.6, 13823.9, 13823.93, 13823.12, 13823.13, 13825, 13826.1, 13826.15, 13826.62, 13826.7, 13827, 13827.1, 13827.2, 13830, 13832, 13833, 13835.2, 13835.6, 13835.7, 13835.10, 13836, 13836.1, 13843, 13844, 13846, 13847, 13847.2, 13851, 13854, 13861, 13864, 13881, 13887.5, 13897.2, 13897.3, 13901, 14111, 14112, 14117, 14118, 14119, 14120, 14121, and 14140 of, to amend the heading of Chapter 3 (commencing with Section 13820) of Title 6 of Part 4 of, and to add Section 14113 to, the Penal Code, to amend Sections 715, 2802, 2803, 2811, 2814, 2815, 3233, 25701, and 43035 of the Public Resources Code, to amend Sections 2774.5, 2872.5, 2892.1, 7661, 7662, 7663, 7665.2, 7665.3, 7665.4, 7673, 7710, and 7718 of, and to add Section 7665.1 to, the Public Utilities Code, to amend Section 97.2 of the Revenue and Taxation Code, to amend Sections 165, 5066, 9706, 23112.5, 25258, and 34061 of the Vehicle Code, to amend Sections 128, 6025.6, 12994, 13271, 13272, 73503, and 79522 of the Water Code, and to amend Sections 1789, 9625, 14085.54, 18277, 18278, and 18278.5 of, to add Section 18275.5 to, and to repeal Section 1789.5 of, the Welfare and Institutions Code, relating to the California Emergency Management Agency.",0,,20100930,"Chaptered by Secretary of State - Chapter 618, Statutes of 2010.",https://legiscan.com/CA/bill/AB2791/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_2791&sess=0910&house=A
128,61912,30,ACR67,2,Engrossed,20100506,Public Service Recognition Week.,Relative to Public Service Recognition Week.,489,Senate Rules,20100510,In Senate. To Com. on RLS.,https://legiscan.com/CA/bill/ACR67/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=acr_67&sess=0910&house=A
129,61913,30,ACR68,4,Passed,20090916,Public Service Recognition Month.,Relative to Public Service Recognition Week.,0,,20090916,"Chaptered by Secretary of State - Res. Chapter 100, Statutes of 2009.",https://legiscan.com/CA/bill/ACR68/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=acr_68&sess=0910&house=A
130,61923,30,ACR78,4,Passed,20090923,The CHP Officer John P. Miller Memorial Highway.,Relative to the CHP Officer John P. Miller Memorial Highway.,0,,20090923,"Chaptered by Secretary of State - Res. Chapter 110, Statutes of 2009.",https://legiscan.com/CA/bill/ACR78/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=acr_78&sess=0910&house=A
131,61939,30,ACR94,4,Passed,20090923,CHP Officer Joseph P. Sanders Memorial Highway.,Relative to the CHP Officer Joseph P. Sanders Memorial Highway.,0,,20090923,"Chaptered by Secretary of State - Res. Chapter 116, Statutes of 2009.",https://legiscan.com/CA/bill/ACR94/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=acr_94&sess=0910&house=A
132,69574,30,ACR127,4,Passed,20100830,CHP Officer Larry L. Wetterling and San Bernardino,Relative to the CHP Officer Larry L. Wetterling and San Bernardino County Sheriff's Lieutenant Alfred E. Stewart Memorial Highway.,0,,20100830,"Chaptered by Secretary of State - Res. Chapter 110, Statutes of 2010.",https://legiscan.com/CA/bill/ACR127/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=acr_127&sess=0910&house=A
133,86108,30,ACR159,4,Passed,20100823,CHP Officer Johnny R. Martinez Memorial Highway.,Relative to the CHP Officer Johnny R. Martinez Memorial Highway.,0,,20100823,"Chaptered by Secretary of State - Res. Chapter 104, Statutes of 2010.",https://legiscan.com/CA/bill/ACR159/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=acr_159&sess=0910&house=A
134,62038,30,SB23,4,Passed,20091011,Manufactured housing: emergency preparedness plans.,"An act to amend Sections 18603 and 18871.8 of the Health and Safety Code, relating to manufactured housing.",0,,20091011,"Chaptered by Secretary of State. Chapter 551, Statutes of 2009.",https://legiscan.com/CA/bill/SB23/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_23&sess=0910&house=S
135,62053,30,SB38,2,Engrossed,20090601,Emergency services: seniors.,"An act to add Section 8594.5 to the Government Code, relating to emergency services.",0,,20090827,"Set, second hearing. Held in committee and under submission.",https://legiscan.com/CA/bill/SB38/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_38&sess=0910&house=S
136,62054,30,SB39,4,Passed,20090806,Personal liability immunity: disaster service workers.,"An act to amend Section 1714.5 of the Civil Code, relating to personal liability, and declaring the urgency thereof, to take effect immediately.",0,,20090806,"Chaptered by Secretary of State. Chapter 27, Statutes of 2009.",https://legiscan.com/CA/bill/SB39/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_39&sess=0910&house=S
137,62067,30,SB52,4,Passed,20091011,Public Safety Officer Medal of Valor.,"An act to repeal Sections 3404 and 3405 of, and to repeal and add Sections 3401, 3402, and 3403 of, the Government Code, relating to the Public Safety Officer Medal of Valor.",0,,20091011,"Chaptered by Secretary of State. Chapter 553, Statutes of 2009.",https://legiscan.com/CA/bill/SB52/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_52&sess=0910&house=S
138,63119,30,SBX78,4,Passed,20091106,Water diversion and use: reporting: resources: Disaster,"An act to amend Sections 5100, 5101, 5103, and 5107 of, to add Chapter 2.7 (commencing with Section 348) to Division 1 of, and to repeal Section 5108 of, the Water Code, and to amend and supplement the Budget Act of 2009 (Chapter 1 of the 2009-10 Third Extraordinary Session) by amending Items 3940-001-0439 and 3940-001-3058 of Section 2.00 of the Budget Act of 2009, relating to water resources, and making an appropriation therefor.",0,,20091106,"Chaptered by Secretary of State. Chapter 2, Statutes of 2009-10 Seventh Extraordinary Session.",https://legiscan.com/CA/bill/SBX78/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sbx7_8&sess=0910&house=S
139,62098,30,SB83,4,Passed,20091011,Traffic congestion: motor vehicle registration fees.,"An act to add Section 65089.20 to the Government Code, and to add Section 9250.4 to the Vehicle Code, relating to traffic congestion.",0,,20091011,"Chaptered by Secretary of State. Chapter 554, Statutes of 2009.",https://legiscan.com/CA/bill/SB83/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_83&sess=0910&house=S
140,62101,30,SB86,5,Vetoed,20091011,Public postsecondary education: executive officer,"An act to add Section 89500.5 to, and to add Article 2 (commencing with Section 92010) to Chapter 1 of Part 57 of Division 9 of Title 3 of, the Education Code, relating to public postsecondary education.",0,,20100119,Stricken from Senate file.,https://legiscan.com/CA/bill/SB86/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_86&sess=0910&house=S
141,62114,30,SB99,4,Passed,20091011,Joint exercise of powers: reporting and disclosures.,"An act to amend Section 6547 of, to add Sections 6503.6, 6548.5, 6592.1, and 53895.7 to, and to add Chapter 10.7 (commencing with Section 5870) to Division 6 of Title 1 of, the Government Code, relating to joint exercise of powers.",0,,20091011,"Chaptered by Secretary of State. Chapter 557, Statutes of 2009.",https://legiscan.com/CA/bill/SB99/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_99&sess=0910&house=S
142,62133,30,SB118,4,Passed,20091011,Child welfare services: incarcerated parents.,"An act to amend Section 16501.1 of, and to add Section 16501.8 to, the Welfare and Institutions Code, relating to child welfare services.",0,,20091011,"Chaptered by Secretary of State. Chapter 338, Statutes of 2009.",https://legiscan.com/CA/bill/SB118/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_118&sess=0910&house=S
143,62135,30,SB120,4,Passed,20091011,Residential: utility service.,"An act to add Section 1942.2 to the Civil Code, and to amend Sections 777.1, 10009, 10009.1, 12822, 12822.1, 16481, and 16481.1 of, and to amend, repeal, and add Section 777 of, the Public Utilities Code, relating to utility service.",0,,20091011,"Chaptered by Secretary of State. Chapter 560, Statutes of 2009.",https://legiscan.com/CA/bill/SB120/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_120&sess=0910&house=S
144,62169,30,SB154,2,Engrossed,20090526,Vessels: operation of vessel.,"An act to amend Section 668 of the Harbors and Navigation Code, to amend Section 11836 of the Health and Safety Code, and to amend Section 13352 of the Vehicle Code, relating to vessels.",0,,20090827,"Set, second hearing. Held in committee and under submission.",https://legiscan.com/CA/bill/SB154/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_154&sess=0910&house=S
145,62174,30,SB159,4,Passed,20090806,Vehicles: emergency vehicles.,"An act to amend Section 21809 of, and to amend and repeal Section 25253 of, the Vehicle Code, relating to vehicles.",0,,20090806,"Chaptered by Secretary of State. Chapter 33, Statutes of 2009.",https://legiscan.com/CA/bill/SB159/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_159&sess=0910&house=S
146,62189,30,SB174,4,Passed,20090806,Public safety and welfare.,"An act to amend Section 21606.5 of the Business and Professions Code, to amend Section 1670.7 of the Civil Code, to amend Section 1219 of the Code of Civil Procedure, to amend Section 27388 of the Government Code, to amend Section 12101 of the Health and Safety Code, to amend Sections 290.011, 290.4, 290.46, 484b, 830.2, 1094, 1369.1, 6125, 6126, 6126.1, 6126.2, 6126.3, 6126.5, 6127.3, 6128, 6129, 6131, 6132, 6133, 11102.1, 12076, 12650, 13010, and 13202 of the Penal Code, to amend Section 40519 of the Vehicle Code, and to amend Sections 827.9, 1767.35, and 6603.5 of the Welfare and Institutions Code, relating to public safety.",0,,20090806,"Chaptered by Secretary of State. Chapter 35, Statutes of 2009.",https://legiscan.com/CA/bill/SB174/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_174&sess=0910&house=S
147,62211,30,SB196,5,Vetoed,20091011,Emergency medical services.,"An act to amend Sections 1255.1, 1255.2, and 1255.25 of the Health and Safety Code, relating to emergency medical services.",0,,20100119,Stricken from Senate file.,https://legiscan.com/CA/bill/SB196/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_196&sess=0910&house=S
148,62225,30,SB210,1,Introduced,20090223,vehicles: traffic violations: driving instruction:,"An act to amend Section 42005 of the Vehicle Code, relating to vehicles.",0,,20100201,Returned to Secretary of Senate pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/SB210/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_210&sess=0910&house=S
149,62232,30,SB217,2,Engrossed,20090526,Public postsecondary education: executive officer,"An act to add Section 89500.5 to, and to add Article 2 (commencing with Section 92010) to Chapter 1 of Part 57 of Division 9 of Title 3 of, the Education Code, relating to public postsecondary education.",0,,20090827,"Set, second hearing. Held in committee and under submission.",https://legiscan.com/CA/bill/SB217/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_217&sess=0910&house=S
150,62241,30,SB226,4,Passed,20090806,Identity theft: jurisdiction.,"An act to amend Section 786 of the Penal Code, relating to identity theft.",0,,20090806,"Chaptered by Secretary of State. Chapter 40, Statutes of 2009.",https://legiscan.com/CA/bill/SB226/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_226&sess=0910&house=S
151,62253,30,SB238,1,Introduced,20090224,Prescription drugs.,"An act to amend Section 56.10 of the Civil Code, to add Section 1367.225 to the Health and Safety Code, and to add Section 10123.197 to the Insurance Code, relating to prescription drugs.",0,,20100201,Returned to Secretary of Senate pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/SB238/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_238&sess=0910&house=S
152,62278,30,SB263,4,Passed,20090702,Local government: community service districts.,"An act to amend Section 61105 of the Government Code, relating to community services districts.",0,,20090702,"Chaptered by Secretary of State. Chapter 11, Statutes of 2009.",https://legiscan.com/CA/bill/SB263/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_263&sess=0910&house=S
153,62319,30,SB304,1,Introduced,20090225,Cable and video service.,"An act to amend Section 5810 of the Public Utilities Code, relating to cable and video service.",0,,20100201,Returned to Secretary of Senate pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/SB304/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_304&sess=0910&house=S
154,62334,30,SB319,4,Passed,20090806,Jury service.,"An act to amend Section 209 of the Code of Civil Procedure, relating to jury service.",0,,20090806,"Chaptered by Secretary of State. Chapter 44, Statutes of 2009.",https://legiscan.com/CA/bill/SB319/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_319&sess=0910&house=S
155,63045,30,SBX330,2,Engrossed,20090629,Human service programs: CalWORKs: county share of cost.,"An act to amend Sections 11001.5 and 11003 of the Revenue and Taxation Code, and to amend Sections 17600, 17600.10, and 17600.15 of, and to add Sections 15200.01 and 17600.16 to, the Welfare and Institutions Code, relating to public social services, and making an appropriation therefor.",0,,20091026,From Assembly without further action.,https://legiscan.com/CA/bill/SBX330/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sbx3_30&sess=0910&house=S
156,62355,30,SB340,4,Passed,20091011,Advertising: automatic renewal and continuous service,"An act to add Article 9 (commencing with Section 17600) to Chapter 1 of Part 3 of Division 7 of the Business and Professions Code, relating to advertising.",0,,20091011,"Chaptered by Secretary of State. Chapter 350, Statutes of 2009.",https://legiscan.com/CA/bill/SB340/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_340&sess=0910&house=S
157,62434,30,SB419,4,Passed,20091011,County veteran service officers: funding.,"An act to amend Section 972.1 of the Military and Veterans Code, relating to veterans.",0,,20091011,"Chaptered by Secretary of State. Chapter 183, Statutes of 2009.",https://legiscan.com/CA/bill/SB419/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_419&sess=0910&house=S
158,62452,30,SB437,1,Introduced,20090226,Telecommunications: local exchange service: notice to,"An act to add Section 2898 to the Public Utilities Code, relating to telecommunications.",0,,20100201,Returned to Secretary of Senate pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/SB437/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_437&sess=0910&house=S
159,62480,30,SB465,1,Introduced,20090226,Voter identification: proof of identity.,"An act to add Section 14218.3 to the Elections Code, relating to elections.",0,,20100201,Returned to Secretary of Senate pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/SB465/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_465&sess=0910&house=S
160,62500,30,SB485,1,Introduced,20090226,State Highway Operation and Protection Program Emergency,"An act to add Article 4.6 (commencing with Section 172) to Chapter 1 of Division 1 of the Streets and Highways Code, relating to transportation.",0,,20100201,Returned to Secretary of Senate pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/SB485/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_485&sess=0910&house=S
161,62505,30,SB490,4,Passed,20090806,Peace officer status: custodial officers.,"An act to amend Section 830.1 of the Penal Code, relating to peace officers.",0,,20090806,"Chaptered by Secretary of State. Chapter 52, Statutes of 2009.",https://legiscan.com/CA/bill/SB490/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_490&sess=0910&house=S
162,62510,30,SB495,1,Introduced,20090226,Mobile telephony service providers: release of call,"An act to add Article 5 (commencing with Section 2898) to Chapter 10 of Part 2 of Division 1 of the Public Utilities Code, relating to telecommunications.",0,,20100201,Returned to Secretary of Senate pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/SB495/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_495&sess=0910&house=S
163,62521,30,SB506,1,Introduced,20090226,Public employees' retirement: service credit.,"An act to amend Section 21073.1 of the Government Code, relating to public employees' retirement.",0,,20100201,Returned to Secretary of Senate pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/SB506/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_506&sess=0910&house=S
164,62535,30,SB520,5,Vetoed,20091011,High school curriculum: community service.,"An act to add Section 51225.31 to the Education Code, relating to high school curriculum.",0,,20100119,Stricken from Senate file.,https://legiscan.com/CA/bill/SB520/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_520&sess=0910&house=S
165,62552,30,SB537,1,Introduced,20090227,Peace officer training.,"An act to amend Section 13504 of the Penal Code, relating to peace officer training.",0,,20100201,Returned to Secretary of Senate pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/SB537/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_537&sess=0910&house=S
166,62578,30,SB563,1,Introduced,20090227,Emergency services: public safety communication.,"An act to amend Section 8592.2 of the Government Code, relating to emergency services.",0,,20100201,Returned to Secretary of Senate pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/SB563/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_563&sess=0910&house=S
167,62612,30,SB597,4,Passed,20091011,"Child welfare services, foster care services, and","An act to amend Section 8545 of the Family Code, to amend Section 1506 of the Health and Safety Code, and to amend Sections 4094, 11462, 11463, 16119, 16120.1, 16121, 16121.05, and 16501.1 of, and to add Sections 366.215 and 16010.2 to, the Welfare and Institutions Code, relating to services for children.",0,,20091011,"Chaptered by Secretary of State. Chapter 339, Statutes of 2009.",https://legiscan.com/CA/bill/SB597/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_597&sess=0910&house=S
168,62613,30,SB598,4,Passed,20091011,Vehicles: driving under the influence (DUI).,"An act to amend Sections 13352, 13352.5, 23109, 23550, 23550.5, 23552, 23566, and 23568 of the Vehicle Code, relating to vehicles.",0,,20091011,"Chaptered by Secretary of State. Chapter 193, Statutes of 2009.",https://legiscan.com/CA/bill/SB598/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_598&sess=0910&house=S
169,205686,30,SBX619,1,Introduced,20100526,Franchise Tax Board: tax expenditure reporting.,"An act to add Section 19567 to the Revenue and Taxation Code, relating to the Franchise Tax Board.",0,,20100810,Set for hearing August 12.,https://legiscan.com/CA/bill/SBX619/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sbx6_19&sess=0910&house=S
170,62659,30,SB644,4,Passed,20091011,Civil service examinations: veterans' preference.,"An act to amend Section 18978 of the Government Code, relating to civil service examinations.",0,,20091011,"Chaptered by Secretary of State. Chapter 357, Statutes of 2009.",https://legiscan.com/CA/bill/SB644/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_644&sess=0910&house=S
171,62758,30,SB743,4,Passed,20091011,Health facilities: psychiatric patient release.,"An act to amend Section 1799.111 of the Health and Safety Code, relating to mental health.",0,,20091011,"Chaptered by Secretary of State. Chapter 612, Statutes of 2009.",https://legiscan.com/CA/bill/SB743/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_743&sess=0910&house=S
172,62761,30,SB746,1,Introduced,20090227,Gun Safety Board.,An act relating to gun safety.,0,,20100201,Returned to Secretary of Senate pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/SB746/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_746&sess=0910&house=S
173,62774,30,SB759,1,Introduced,20090227,Federal state of emergency: aerial spraying of,"An act to add Sections 105206 and 105207 to the Health and Safety Code, relating to public health.",0,,20100201,Returned to Secretary of Senate pursuant to Joint Rule 56.,https://legiscan.com/CA/bill/SB759/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_759&sess=0910&house=S
174,63133,30,SBX813,2,Engrossed,20100204,Emergency services: property insurance surcharge.,"An act to add Sections 8587.3 and 8587.4 to the Government Code, and to add Section 16031 to the Insurance Code, relating to emergency services, and declaring the urgency thereof, to take effect immediately.",0,,20100311,From Assembly without further action.,https://legiscan.com/CA/bill/SBX813/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sbx8_13&sess=0910&house=S
175,63148,30,SBX828,1,Introduced,20100205,Housing and Emergency Shelter Trust Fund Act of 2006:,"An act to amend Section 53545.9 of the Health and Safety Code, relating to housing, and making an appropriation therefor.",0,,20100311,Died on file.,https://legiscan.com/CA/bill/SBX828/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sbx8_28&sess=0910&house=S
176,62854,30,SB839,4,Passed,20100927,Emergency Alert System: law enforcement officers.,"An act to add Section 8594.5 to the Government Code, relating to emergency alerts.",0,,20100927,"Chaptered by Secretary of State. Chapter 311, Statutes of 2010.",https://legiscan.com/CA/bill/SB839/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_839&sess=0910&house=S
177,63528,30,SBX840,1,Introduced,20100210,Emergency services: property insurance surcharge.,"An act to add Sections 8587.3 and 8587.4 to the Government Code, and to add Section 16031 to the Insurance Code, relating to emergency services, and declaring the urgency thereof, to take effect immediately.",0,,20100311,From committee without further action.,https://legiscan.com/CA/bill/SBX840/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sbx8_40&sess=0910&house=S
178,62855,30,SB840,2,Engrossed,20100503,Reporting crimes.,"An act to amend Section 152.3 of the Penal Code, relating to reporting crimes.",0,,20100813,"Set, second hearing. Held in committee and under submission.",https://legiscan.com/CA/bill/SB840/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_840&sess=0910&house=S
179,62898,30,SB883,1,Introduced,20100119,Public employees' retirement: service credit.,"An act to amend Section 21073.1 of the Government Code, relating to public employees' retirement.",489,Senate Rules,20100204,To Com. on RLS.,https://legiscan.com/CA/bill/SB883/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_883&sess=0910&house=S
180,62924,30,SB909,4,Passed,20100929,Investigative consumer reporting agencies: disclosures.,"An act to amend Sections 1786.16 and 1786.20 of the Civil Code, relating to personal information.",0,,20100929,"Chaptered by Secretary of State. Chapter 481, Statutes of 2010.",https://legiscan.com/CA/bill/SB909/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_909&sess=0910&house=S
181,62948,30,SB933,5,Vetoed,20100929,Debit cards: service fees.,"An act to amend Section 1748.30 of, and to add Section 1748.33 to, the Civil Code, relating to debit cards.",0,,20100929,In Senate. To unfinished business. (Veto),https://legiscan.com/CA/bill/SB933/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_933&sess=0910&house=S
